type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Ball Receipt*,RB Leipzig,Xavi Simons,Right Midfield,39167.0,,1d1c5374-b3eb-468f-9da5-5af9220eb450,00:05:39.491,"[116.0, 53.2]",,,
Ball Recovery,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,f7a5cf2b-d965-4472-9fb4-c60e51e5c022,00:05:39.491,"[3.1, 23.7]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Edmond Fayçal Tapsoba,3f516b22-ee40-4efe-a6a4-6b76dec2ed43,00:05:47.932,"[5.5, 29.7]","[18.0, 18.1]",17.053152,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,aa7bac1a-585b-4860-8a08-dccac94ceef6,00:05:49.730,"[18.0, 18.1]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Granit Xhaka,255d6e3d-7309-485e-ad7b-8fa794aa5b9e,00:05:50.656,"[15.6, 16.1]","[27.2, 8.0]",14.148145,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,0674a04b-50d5-4a36-b451-937df82b0b82,00:05:51.623,"[27.2, 8.0]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,9ee96fd8-7e6a-4530-99f7-e8fe35b831d6,00:05:51.623,"[27.2, 8.0]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Alejandro Grimaldo García,6cbd006a-52e4-4a4c-93c1-c5704aeb8549,00:05:57.715,"[38.8, 9.2]","[44.9, 0.1]",10.955364,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,edf1a557-c2a7-42cc-ae0f-78d824ad78ca,00:05:58.692,"[44.9, 0.1]",,,
Carry,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,60b08e8c-3c15-4d30-8ebb-c5f83e449d83,00:05:58.692,"[44.9, 0.1]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Edmond Fayçal Tapsoba,de72c156-22fc-4732-889a-d7c7e5f73bdc,00:05:58.772,"[43.8, 1.3]","[28.5, 9.2]",17.219175,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,6e770056-0d66-4c82-9be5-1b5ca3bc8fea,00:06:00.462,"[28.5, 9.2]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,ee281be8-1568-4ee1-9896-2779797d84ae,00:06:00.462,"[28.5, 9.2]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Granit Xhaka,aa8f36fc-cb33-4568-b372-7c1c883c17a0,00:06:02.875,"[32.5, 16.2]","[41.0, 16.8]",8.521151,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,2e0ee3af-b22d-44f1-9021-f28ef06bac68,00:06:03.699,"[41.0, 16.8]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,ad40b95f-3d3b-4c06-94f6-a8ccc28c9854,00:06:03.699,"[41.0, 16.8]",,,
Pressure,Bayer Leverkusen,Xavi Simons,Right Midfield,39167.0,,1974342f-bb31-4283-bc10-0840f8cebf69,00:06:03.804,"[76.9, 67.3]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Edmond Fayçal Tapsoba,c113e55e-e19b-4e04-a5ab-a22df4b23459,00:06:03.994,"[42.8, 14.8]","[30.9, 15.8]",11.941943,
